reporter_WHO_region,Vaccine,avg_price_per_dose,sectoral_score_mean,trade_lib_score_mean,regulatory_score_mean,deal_type_weight_mean,intra_regional_share,deal_count,health_coverage,ipr_coverage,env_coverage,consumer_prot_coverage,innovation_coverage,illicit_drugs_coverage,social_matters_coverage,num_manufacturers,total_annual_volume,log_price
WPRO,MMR,8.23200861,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.994896502,0.362273748,2.222676642
WPRO,MMRV,62.68638532,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.188223662,-0.313768704,4.153970808
WPRO,MR,1.295094032,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.994896502,0.207993842,0.830773815
WPRO,Measles,0.318069613,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.107556379,-0.133148142,0.276168252
WPRO,MenA Ps,0.40399842,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.111407804,0.33932418
WPRO,MenAC Ps,1.319685875,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.107556379,-0.088718705,0.841431778
WPRO,MenAC conj.,1.428357819,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.189876558,0.887215234
WPRO,MenACYW-135 Ps,13.02358494,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.107556379,-0.314090944,2.640740551
WPRO,MenACYW-135 conj.,48.55762006,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.188223662,-0.313248068,3.903136034
WPRO,MenB,123.5582629,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.313343882,4.824773582
WPRO,MenC conj.,39.68479568,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.31429719,3.705854452
WPRO,Mpox,,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.31381795,
WPRO,Mumps,,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.298581353,
WPRO,OCV,0.456641,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.313667089,0.3761331
WPRO,Other,,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.314219529,
WPRO,PCV10,44.31716869,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.261219339,3.81368596
WPRO,PCV13,29.16309248,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.059774064,3.406619074
WPRO,PCV15,112.0175641,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.310555061,4.727543241
WPRO,PCV20,185.09,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.31319929,5.226230428
WPRO,PCV7,3.3,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.314267143,1.458615023
WPRO,PPSV23,30.96553103,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.249529445,3.464658167
WPRO,RSV,185.455,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.314306266,5.228189923
WPRO,RV1,13.69563381,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.188223662,-0.300176568,2.68755043
WPRO,RV5,80.30906496,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.306923278,4.39825751
WPRO,Rabies,58.02532675,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.699116461,-0.312793573,4.077966619
WPRO,Rota,25.26260306,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.281413999,3.26814599
WPRO,Rubella,8.287293,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.31400501,2.228647122
WPRO,Shingles,129.1520065,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.188223662,-0.312233014,4.868703048
WPRO,TBE (adult),8.946854468,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.314155453,2.297256367
WPRO,TCV,5.335294905,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.314188096,1.846136364
WPRO,TT,1.603633904,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.994896502,-0.005700466,0.956908125
WPRO,Td,3.092314854,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,3.361136829,-0.130897056,1.409110789
WPRO,Td-IPV,9.712122855,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.314251202,2.371376077
WPRO,TdaP,31.02482051,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.311795807,3.466511243
WPRO,TdaP-IPV,22.67692308,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.314045414,3.164500864
WPRO,Tdap,17.35274325,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.291077516,2.909779059
WPRO,Tdap-IPV,26.12706288,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.313791964,3.30053186
WPRO,Typhoid Ps,20.60478462,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.188223662,-0.311672877,3.0729148
WPRO,Varicella,35.71099252,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.699116461,-0.28673516,3.603076234
WPRO,YF,52.48417575,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.484003703,-0.31427587,3.97938583
WPRO,bOPV,0.345906384,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,2.178016665,0.747928681,0.297067677
WPRO,influenza inactivated vaccine,7.581061229,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,2.178016665,0.162480023,2.149557592
WPRO,influenza quadrivalent inactivated vaccine,7.307839378,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,2.769576747,-0.019293315,2.117199572
WPRO,influenza quadrivalent live attenuated vaccine,19.63220676,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.3142353,3.02685329
WPRO,influenza trivalent inactivated vaccine,6.122219034,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.40333642,-0.27161079,1.963219339
WPRO,influenza trivalent live attenuated vaccine,,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.314224899,
WPRO,mOPV2,,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,-0.779783744,-0.298090646,
WPRO,sIPV,4.752628139,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.107556379,0.068740575,1.749656818
WPRO,tOPV,0.1649464,1.723121195,1.642276613,1.650133392,1.768895257,-0.073082413,-0.42780326,0.87056063,0.808406045,-0.360081091,1.889645112,0.740898371,0,-0.502689733,0.994896502,-0.114321042,0.152675077
