WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
AMR,BRB,Barbados,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 6 months;",entire,infants of HIV positive mothers
AMR,BRB,Barbados,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 4.5 years;,entire,
AMR,BRB,Barbados,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,BRB,Barbados,HPV,Human Papillomavirus vaccine,"10-11, 11 years;",entire,"females and males; 1st dose class 4's (10-11 years), 2nd dose form 1's (11 years)"
AMR,BRB,Barbados,Influenza_Adult,Influenza adult dose vaccine,,entire,"healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,BRB,Barbados,IPV,Inactivated polio vaccine,"2, 4 months;",entire,
AMR,BRB,Barbados,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,BRB,Barbados,OPV,Oral polio vaccine,"6 months; 1.5, 4.5, 10-11 years;",entire,
AMR,BRB,Barbados,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,
AMR,BRB,Barbados,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,10-11 years;,entire,and pregnant women and adults where necessary
AMR,BRB,Barbados,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,18 months; 4.5 years;,entire,children who have a history of seizures
AMR,BRB,Barbados,Varicella,Varicella vaccine,12 months;,entire,
AMR,BRB,Barbados,YF,Yellow fever vaccine,1st contact;,entire,travellers to endemic countries
EUR,BLR,Belarus,aP,Acellular pertussis vaccine,,entire,children who have contraindications to the administration of vaccines containing whole-cell pertussis component
EUR,BLR,Belarus,BCG,Bacille Calmette-Guérin vaccine,3-5 days;,entire,
EUR,BLR,Belarus,Diphteria,Diphtheria vaccine,11 years;,entire,anatoxin diphtheria purified adsorbed with reduced antigen content
EUR,BLR,Belarus,DT,Tetanus and diphtheria toxoid childrens' dose,6 years;,entire,
EUR,BLR,Belarus,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
EUR,BLR,Belarus,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 3, 4 months;",entire,
EUR,BLR,Belarus,HepA_Adult,Hepatitis A adult dose vaccine,,part,epidemiological indications and vaccination of individual cohorts of the population in certain regions in accordance with the decision of local authorities (not included in the National Calendar)
EUR,BLR,Belarus,HepA_Pediatric,Hepatitis A pediatric dose vaccine,,part,epidemiological indications and vaccination of individual cohorts of the population in certain regions in accordance with the decision of local authorities (not included in the National Calendar)
EUR,BLR,Belarus,HepB_Pediatric,Hepatitis B pediatric dose vaccine,1 day;,entire,newborns in the first 12 hours of life
EUR,BLR,Belarus,HIB,Haemophilus influenzae type b vaccine,1-4 years;,entire,"for children who have not previously received prophylactic vaccinations agagins hemophilic infections until 5 years of age, and having a specified chronic condition"
EUR,BLR,Belarus,Influenza_Adult,Influenza adult dose vaccine,>65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,BLR,Belarus,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months-3 years;,entire,and children with chronic conditions
EUR,BLR,Belarus,IPV,Inactivated polio vaccine,"2, 3, 4 months; 7 years;",entire,
EUR,BLR,Belarus,MMR,Measles mumps and rubella vaccine,"1, 6 years;",entire,
EUR,BLR,Belarus,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,children <5 years with specific chonic conditions/diseases
EUR,BLR,Belarus,TBE,Tick borne encephalitis vaccine,,entire,epidemic indications
EUR,BLR,Belarus,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"16, 26, 36, 46, 56, 66 years;",entire,
EUR,BLR,Belarus,TT,Tetanus toxoid vaccine,,entire,emergency tetanus prophylaxis
EUR,BLR,Belarus,YF,Yellow fever vaccine,,entire,epidemic vaccination
EUR,BEL,Belgium,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","8, 12, 16 weeks; 15 months;",entire,
EUR,BEL,Belgium,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",5-6 years;,entire,"Y5-Y6 in Wallonia, Y6 in Flanders"
EUR,BEL,Belgium,HepB_Adult,Hepatitis B adult dose vaccine,<18 years;,entire,"catch up vaccination <18 years: <11 years x3 half dose, 11-15 years x2 doses, 15-18 years x3 doses"
EUR,BEL,Belgium,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,can be administered to newborns of HBsAg+ mothers (half an adult dose)
EUR,BEL,Belgium,HPV,Human Papillomavirus vaccine,12-14 years; +6 months;,entire,"females until August 2019, females and males from September 2019; 1st year of secondary school (Y12) in Flanders - x2 doses; 2nd year of secondary school (Y13-Y14) in Wallonia - x2 doses"
EUR,BEL,Belgium,Influenza_Adult,Influenza adult dose vaccine,>65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities"
EUR,BEL,Belgium,Influenza_Pediatric,Influenza pediatric dose vaccine,>6 months;,entire,children with chronic conditions
EUR,BEL,Belgium,IPV,Inactivated polio vaccine,<18 months;,entire,"x3 doses with 1 month interval for <18 months with no hexavalent vaccination; and for asylumseekers asap upon arrival (<5 months normal schedule, >5 months catch-up schedule, adults x1 booster)"
EUR,BEL,Belgium,MenC_conj,Meningococcal C conjugate vaccine,15 months;,entire,
EUR,BEL,Belgium,MMR,Measles mumps and rubella vaccine,12 months; 10-12 years;,entire,2nd dose at Y11-Y12 in Wallonia and at Y10 in Flanders
EUR,BEL,Belgium,Pneumo_conj,Pneumococcal conjugate vaccine,"8, 16 weeks; 12 months;",entire,"13-valent since July 2019 in Flanders, and since September 2019 in Brussels and Wallonia"
EUR,BEL,Belgium,Rotavirus,Rotavirus vaccine,"8, 12 weeks;",entire,and 3rd dose at W16 is recommened; not included in the routine immunization program offered by health authorities
EUR,BEL,Belgium,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,Y14-Y16;,entire,"Y14 in Flanders and Y15-Y16 in Wallonia; and for pregnant women at each pregnancy, and cocoon strategy; +Y10 (x5 doses) boosters in adults recommended but not free (part of programme)"
AMR,BLZ,Belize,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,BLZ,Belize,DT,Tetanus and diphtheria toxoid childrens' dose,"2, 4, 6, 18 months; 4 years;",entire,Recommended for children with contraindication to pertussis containing vaccine
AMR,BLZ,Belize,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 4 years;,entire,
AMR,BLZ,Belize,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,BLZ,Belize,HepB_Adult,Hepatitis B adult dose vaccine,,entire,Health Care and other front line workers
AMR,BLZ,Belize,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AMR,BLZ,Belize,HPV,Human Papillomavirus vaccine,"9, 9.5 years;",entire,School age children females 9-14 years. School based program but is also administered in clinic settings as necessary. Administered to males only on request of parent and availability of vaccine.
AMR,BLZ,Belize,Influenza_Adult,Influenza adult dose vaccine,>=2 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities"
AMR,BLZ,Belize,Influenza_Pediatric,Influenza pediatric dose vaccine,"6-35, 35-59 months;",entire,and children with chronic conditions
AMR,BLZ,Belize,IPV,Inactivated polio vaccine,2 months;,entire,"and at M4, M6, M18, Y4, Y12 for HIV exposed infants and children"
AMR,BLZ,Belize,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,BLZ,Belize,OPV,Oral polio vaccine,"4, 6, 18 months; 4 years;",entire,
AMR,BLZ,Belize,Rabies,Rabies vaccine,"1st contact; +3, +7, +14, +28 days;",entire, environmental health program to exposed individuals
AMR,BLZ,Belize,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,12 years;,entire,Pregnant without proof of previous vaccination are given 2 doses
AMR,BLZ,Belize,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,
AMR,BLZ,Belize,YF,Yellow fever vaccine,,entire,Travellers to countries endemic to YF
AFR,BEN,Benin,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,BEN,Benin,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,BEN,Benin,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth,entire,Planned introduction in August 2020
AFR,BEN,Benin,HPV,Human Papillomavirus vaccine,,,from 2020
AFR,BEN,Benin,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,BEN,Benin,MenA_conj,,,entire,From 2020
AFR,BEN,Benin,MR,Measles and rubella vaccine,9 months;,entire,from March 2019; 2nd dose planned introduction in 2021
AFR,BEN,Benin,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,BEN,Benin,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,BEN,Benin,Rotavirus,Rotavirus vaccine,"6, 10, 14 weeks;",entire,
AFR,BEN,Benin,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,,,Pregnant women - from March 2020
AFR,BEN,Benin,TT,Tetanus toxoid vaccine,"1st contact pregnancy; +1, +6 months; +1, +1 year;",entire,Pregnant women
AFR,BEN,Benin,YF,Yellow fever vaccine,9 months;,entire,
SEAR,BTN,Bhutan,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
SEAR,BTN,Bhutan,DTaPHibHepB,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and HepB vaccine","6, 10, 14 weeks;",entire,
SEAR,BTN,Bhutan,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,24 months;,entire,
SEAR,BTN,Bhutan,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,at birth within 24 hours
SEAR,BTN,Bhutan,HPV,Human Papillomavirus vaccine,12 years; +6 months;,entire,females
SEAR,BTN,Bhutan,Influenza_Adult,Influenza adult dose vaccine,,entire,"from November 2019; older persons, specific pregnant women, healthcare workers, adults with chronic conditions, residents living in long-term care facilities"
SEAR,BTN,Bhutan,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,from November 2019; and children with chronic conditions
SEAR,BTN,Bhutan,IPV,Inactivated polio vaccine,14 weeks;,entire,
SEAR,BTN,Bhutan,MMR,Measles mumps and rubella vaccine,"9, 24 months;",entire,
SEAR,BTN,Bhutan,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
SEAR,BTN,Bhutan,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10 weeks; 9 months;",entire,from January 2019
SEAR,BTN,Bhutan,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"6, 12 years;",entire,"and pregnant women 1st dose at first contact, 2nd dose after one month interval"
SEAR,BTN,Bhutan,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30 months;",entire,
AMR,BOL,Bolivia (Plurinational State of),BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,BOL,Bolivia (Plurinational State of),DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6, 18-23 months; 4 years;",entire,
AMR,BOL,Bolivia (Plurinational State of),HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,healthcare workers
AMR,BOL,Bolivia (Plurinational State of),HPV,Human Papillomavirus vaccine,10 years; +6 months,entire,females
AMR,BOL,Bolivia (Plurinational State of),Influenza_Adult,Influenza adult dose vaccine,>60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers"
AMR,BOL,Bolivia (Plurinational State of),Influenza_Pediatric,Influenza pediatric dose vaccine,"6-11, 12-23 months;",entire,and children with chronic conditions
AMR,BOL,Bolivia (Plurinational State of),IPV,Inactivated polio vaccine,2 months;,entire,
AMR,BOL,Bolivia (Plurinational State of),MMR,Measles mumps and rubella vaccine,"12, 18-23 months;",entire,
AMR,BOL,Bolivia (Plurinational State of),OPV,Oral polio vaccine,"4, 6, 18-23 months; 4 years;",entire,
AMR,BOL,Bolivia (Plurinational State of),Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,
AMR,BOL,Bolivia (Plurinational State of),Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,BOL,Bolivia (Plurinational State of),Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"7-49 years; +1, +6 months; +1, +1 year;",entire,and pregnant women
AMR,BOL,Bolivia (Plurinational State of),VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,x2 doses every 6 months until 4 years of age
AMR,BOL,Bolivia (Plurinational State of),YF,Yellow fever vaccine,12-23 months;,entire,
EUR,BIH,Bosnia and Herzegovina,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EUR,BIH,Bosnia and Herzegovina,DT,Tetanus and diphtheria toxoid childrens' dose,6 years;,part,Republic of Srpska
EUR,BIH,Bosnia and Herzegovina,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","2, 4, 10 months;",part,"or 3, 4, 18, 24 months in Republic of Srpska/Brcko District"
EUR,BIH,Bosnia and Herzegovina,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",5 years;,part,
EUR,BIH,Bosnia and Herzegovina,HepA_Adult,Hepatitis A adult dose vaccine,,part,travellers
EUR,BIH,Bosnia and Herzegovina,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 1, 10 months;",entire,or 6 months in Brcko District
EUR,BIH,Bosnia and Herzegovina,Influenza_Adult,Influenza adult dose vaccine,>65 years;,entire,"and adults with chronic conditions, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,BIH,Bosnia and Herzegovina,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,BIH,Bosnia and Herzegovina,MMR,Measles mumps and rubella vaccine,"1, 6 years;",entire,
EUR,BIH,Bosnia and Herzegovina,OPV,Oral polio vaccine,18 months; 14 years;,entire,or 6 years in Republic of Srpska
EUR,BIH,Bosnia and Herzegovina,Pneumo_conj,Pneumococcal conjugate vaccine,,entire,clinical indications
EUR,BIH,Bosnia and Herzegovina,Pneumo_ps,Pneumococcal polysaccharide vaccine,,entire,clinical indications
EUR,BIH,Bosnia and Herzegovina,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14 years;,part,"B&H and Republic of Srpska, or Y5 in Brcko District"
EUR,BIH,Bosnia and Herzegovina,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,14 years;,entire,
EUR,BIH,Bosnia and Herzegovina,TT,Tetanus toxoid vaccine,18 years;,part,Republic of Srpska and Brcko District
EUR,BIH,Bosnia and Herzegovina,Typhoid_ps,Typhoid fever polysaccharide vaccine,,part,travellers
EUR,BIH,Bosnia and Herzegovina,YF,Yellow fever vaccine,,part,travellers
AFR,BWA,Botswana,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,BWA,Botswana,DT,Tetanus and diphtheria toxoid childrens' dose,18 months; 7 years;,entire,
AFR,BWA,Botswana,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 3, 4 months;",entire,
AFR,BWA,Botswana,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AFR,BWA,Botswana,HPV,Human Papillomavirus vaccine,"1st contact, +6 months;",entire,"females; standard 5 school students, 9-13 years out of school"
AFR,BWA,Botswana,IPV,Inactivated polio vaccine,4 months;,entire,
AFR,BWA,Botswana,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,BWA,Botswana,OPV,Oral polio vaccine,"2, 3, 4, 18 months; 7 years;",entire,
AFR,BWA,Botswana,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 3, 4 months;",entire,
AFR,BWA,Botswana,Rotavirus,Rotavirus vaccine,"2, 3 months;",entire,
AFR,BWA,Botswana,TT,Tetanus toxoid vaccine,"1st contact; +4 weeks; +6 months; +1, +1 year;",entire,"pregnant women, WCBA"
AFR,BWA,Botswana,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,
AFR,BWA,Botswana,YF,Yellow fever vaccine,,entire,as needed for special persons (i.e. travellers)
AMR,BRA,Brazil,AD-BCG_AD,AD (Auto-disable syringes BCG),,entire,syringe and needle
AMR,BRA,Brazil,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,and for leprosy contacts
AMR,BRA,Brazil,DT,Tetanus and diphtheria toxoid childrens' dose,"2, 4, 6 months;",entire,for individuals who presented post-vaccine adverse events to the pertussis component (encephalitis)
AMR,BRA,Brazil,DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,"2, 4, 6 months;",entire,"after following serious adverse events, children who are at increased risk of serious adverse vaccine events, situations of immunodepression"
AMR,BRA,Brazil,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,15 months; 4 years;,entire,
AMR,BRA,Brazil,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,BRA,Brazil,HepA_Adult,Hepatitis A adult dose vaccine,19 years;,entire,special population; only in reference centers for special immunobiologicals
AMR,BRA,Brazil,HepA_Pediatric,Hepatitis A pediatric dose vaccine,15 months;,entire,from 15 months to 4 years; 11 months and 29 days prior vaccination history
AMR,BRA,Brazil,HepB_Adult,Hepatitis B adult dose vaccine,>=7 years (x3);,entire,
AMR,BRA,Brazil,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AMR,BRA,Brazil,HIB,Haemophilus influenzae type b vaccine,19 years;,entire,special population; only in reference centers for special immunobiologicals
AMR,BRA,Brazil,HPV,Human Papillomavirus vaccine,9-14 years; +6 months;,entire,"females 9-14 years; males 11-14 years; and men and women 9-26 years of special risk groups receive three doses (1st contact, +2 months, +6 months)"
