unicef_region,country_iso3,country,vaccine,year,immunization_coverage,antigen_family,gdp_per_capita_usd,health_exp_pct_gdp,population_total,gni_per_capita_usd,gavi_eligible,pharma_tariff_rate,reporter_flag,oop_health_exp_pct,tariff_x_oop
ECAR,ALB,Albania,PCV3,2023,85,PCV,9730.869219,7.05240345,2414095,8730,0,0.5149545459940653,1,48.27462769,0.24859238985136486
MENA,DZA,Algeria,PCV3,2023,89,PCV,5370.477235,4.35082531,46164219,4950,0,8.810044862461389,1,45.00216675,3.9647110797546827
LACR,ARG,Argentina,PCV3,2023,71,PCV,14261.84657,10.2695179,45538401,12920,0,7.117608794412783,1,24.46961784,1.7416516713390393
ECAR,ARM,Armenia,PCV3,2023,94,PCV,8159.08721,9.32119179,2964300,6850,0,3.2094787374520153,1,80.47196198,2.5827305093585697
Non-programme,AUS,Australia,PCV3,2023,95,PCV,65058.37731,10.39852047,26659922,63320,0,1.3823898003559114,1,15.84897614,0.21909462962020204
ECAR,AZE,Azerbaijan,PCV3,2023,52,PCV,7133.02838,4.27113533,10153958,6680,0,6.838534343288035,1,64.63206482,4.419885949491884
MENA,BHR,Bahrain,PCV3,2023,98,PCV,29290.12842,3.99562383,1577059,28460,0,3.228203960846802,1,28.65578461,0.9250671737917483
Non-programme,BEL,Belgium,PCV3,2023,94,PCV,55291.47545,10.80371571,11779946,55520,0,1.1405311481580527,1,21.50983047,0.24532631642634167
LACR,BOL,Bolivia (Plurinational State of),PCV3,2023,68,PCV,4274.708205,6.91864729,12244159,4230,0,5.380005322592263,1,27.31554413,1.4695777280890383
ESAR,BWA,Botswana,PCV3,2023,86,PCV,7826.353765,6.25574684,2480244,8360,0,3.8792194485895006,1,4.25866175,0.16520283485564197
LACR,BRA,Brazil,PCV3,2023,74,PCV,10377.58977,9.73092747,211140729,9310,0,7.454407886511722,1,26.23070717,1.9553439039682754
ECAR,BGR,Bulgaria,PCV3,2023,87,PCV,15853.20864,7.91853094,6446596,14240,0,0.6288785598641349,1,35.50430679,0.22327897323069623
EAPR,KHM,Cambodia,PCV3,2023,82,PCV,2429.748535,4.61706829,17423880,2390,0,6.733469444620557,1,60.60118866,4.080562521497958
WCAR,CMR,Cameroon,PCV3,2023,75,PCV,1720.475102,4.5545516,28372687,1680,0,12.820811028964725,1,67.65119171,8.673431448
Non-programme,CAN,Canada,PCV3,2023,85,PCV,54220.3285,11.18692875,40083484,54660,0,1.3837138797223811,1,15.20306873,0.21036697216074313
LACR,CHL,Chile,PCV3,2023,93,PCV,17067.03648,10.17470455,19658835,15950,0,0.7074553356083475,1,34.59329987,0.24473214569331056
LACR,COL,Colombia,PCV3,2023,90,PCV,7000.836605,8.15838146,52321152,6720,0,2.5815432011114234,1,14.63377953,0.3777773405223502
LACR,CRI,Costa Rica,PCV3,2023,99,PCV,16942.02681,6.8663702,5105525,14260,0,1.4924207518341044,1,24.12618256,0.36006415515082063
ECAR,HRV,Croatia,PCV3,2023,90,PCV,22184.22793,7.14699411,3859686,20750,0,0.5031250705734118,1,9.37740326,0.047180067
Non-programme,CYP,Cyprus,PCV3,2023,74,PCV,36623.69141,8.11912918,1344976,32340,0,0.6466651322143865,1,17.9429245,0.11603063644105255
Non-programme,DNK,Denmark,PCV3,2023,97,PCV,68043.5467,9.5572958,5946952,72080,0,0.68683427,1,13.97692299,0.095998297
LACR,DOM,Dominican Republic,PCV3,2023,86,PCV,10630.43174,4.59880495,11331265,9700,0,3.425993573254095,1,25.05566978,0.8584056363985684
LACR,ECU,Ecuador,PCV3,2023,71,PCV,6737.847484,7.56167889,17980083,6590,0,3.0408379343080245,1,30.88848877,0.9392688838526341
LACR,SLV,El Salvador,PCV3,2023,99,PCV,5365.444914,9.28738594,6309624,4950,0,1.9188670545408162,1,32.4943924,0.6235241903368148
EAPR,FJI,Fiji,PCV3,2023,96,PCV,5926.205864,3.61524153,924145,5670,0,9.516107053,1,8.31420898,0.7911890271125759
Non-programme,FIN,Finland,PCV3,2023,87,PCV,52834.29168,10.47389507,5583911,52990,0,1.011772810114535,1,14.09493542,0.14260872418276294
Non-programme,FRA,France,PCV3,2023,96,PCV,44700.13842,11.51974583,68372286,45770,0,1.2424214225941344,1,9.26032639,0.11505227887149803
ECAR,GEO,Georgia,PCV3,2023,86,PCV,8283.669607,6.85758877,3715483,6710,0,0.26565180102915953,1,58.75926208,0.15609503798696397
Non-programme,DEU,Germany,PCV3,2023,74,PCV,54776.76682,11.74428654,83287273,55420,0,1.3040107735751743,1,11.05290699,0.1441310979428435
WCAR,GHA,Ghana,PCV3,2023,96,PCV,2383.904105,2.94686937,33787914,2280,0,9.492825716042683,1,26.67723274,2.5324232098712782
ECAR,GRC,Greece,PCV3,2023,90,PCV,23343.7104,8.39367008,10407351,22300,0,0.5959241851638557,1,34.30307007,0.20442029080083393
LACR,GTM,Guatemala,PCV3,2023,87,PCV,5758.327608,6.80241346,18124838,5470,0,1.4859069573893653,1,57.18184662,0.8496690372902956
LACR,HND,Honduras,PCV3,2023,73,PCV,3227.457625,7.70976162,10644851,2880,0,2.4146742787941387,1,53.06166458,1.281266367
Non-programme,HUN,Hungary,PCV3,2023,99,PCV,22230.62779,6.36868954,9592186,19840,0,0.7477910993768412,1,23.05996895,0.1724403953271632
Non-programme,ISL,Iceland,PCV3,2023,92,PCV,82138.7893,8.70510101,385663,82630,0,0.5436643853473582,1,14.68500805,0.079837159
ROSA,IND,India,PCV3,2023,83,PCV,2530.120313,3.33944035,1438069596,2580,0,7.114921873,1,43.88510513,3.1223909440084787
EAPR,IDN,Indonesia,PCV3,2023,31,PCV,4876.307745,2.70239949,281190067,4810,0,3.2478870021218937,1,31.0836544,1.009561971
Non-programme,IRL,Ireland,PCV3,2023,83,PCV,106818.9171,6.57538509,5311538,79280,0,1.2538745506076112,1,11.29947281,0.14168121391741673
Non-programme,ISR,Israel,PCV3,2023,94,PCV,52003.72007,7.09822369,9849000,54280,0,0.4376836725353078,1,20.48583984,0.089663176
Non-programme,ITA,Italy,PCV3,2023,92,PCV,39277.08388,8.40559483,58984216,38770,0,0.968475191,1,23.64643097,0.22900981752326033
Non-programme,JPN,Japan,PCV3,2023,97,PCV,33836.17563,10.73979473,124516650,39360,0,1.5241726389126138,1,12.23568153,0.18649291006474428
ECAR,KAZ,Kazakhstan,PCV3,2023,98,PCV,12879.42753,3.76701546,20330104,10690,0,4.216581910615115,1,27.64227867,1.1655593220810403
EAPR,KIR,Kiribati,PCV3,2023,91,PCV,2177.701258,10.94525623,132530,3800,0,17.266679606864276,1,2.9085722,0.5022138429083236
MENA,KWT,Kuwait,PCV3,2023,99,PCV,34075.84901,4.96311998,4853420,42030,0,3.508299244854993,1,10.00349617,0.35095258059120815
ECAR,KGZ,Kyrgyzstan,PCV3,2023,91,PCV,2138.222102,4.50344467,7099750,1840,0,3.8334887863980267,1,42.26472855,1.6202136295658152
EAPR,LAO,Lao People's Democratic Republic,PCV3,2023,67,PCV,2066.949798,1.32651615,7664993,2110,0,1.6226746809345793,1,44.84078598,0.7276200808295227
Non-programme,LVA,Latvia,PCV3,2023,95,PCV,22710.26375,7.27783823,1883710,21000,0,0.6383164945819219,1,35.05759811,0.22377843134037007
MENA,LBN,Lebanon,PCV3,2023,67,PCV,3477.724898,5.57497263,5773493,3700,0,2.5837080689205423,1,29.70126343,0.7673939398122562
Non-programme,LTU,Lithuania,PCV3,2023,82,PCV,27786.00578,7.31801939,2871585,25460,0,0.6177633936923964,1,31.02016449,0.19163122088238765
Non-programme,LUX,Luxembourg,PCV3,2023,97,PCV,133230.6192,5.78777981,666430,88480,0,0.6898494322645855,1,8.77390862,0.060526759
EAPR,MYS,Malaysia,PCV3,2023,95,PCV,11386.03956,3.95760036,35126298,11700,0,1.4694584086753388,1,37.09352112,0.5450738651716027
Non-programme,MLT,Malta,PCV3,2023,71,PCV,40905.80596,8.84301376,552747,35720,0,0.740445762,1,30.92565918,0.22898773272098247
WCAR,MRT,Mauritania,PCV3,2023,90,PCV,2135.781876,4.34333467,5022441,2140,0,7.777472537087911,1,43.7736702,3.4044851782804346
Non-programme,MUS,Mauritius,PCV3,2023,91,PCV,11269.96845,5.56544495,1248647,12570,0,1.168068342938412,1,45.2427063,0.5284657297789025
LACR,MEX,Mexico,PCV3,2023,78,PCV,13860.95978,5.50398684,129739759,12020,0,1.1155175973927363,1,41.23572922,0.4599918158623186
EAPR,MNG,Mongolia,PCV3,2023,96,PCV,5838.631081,6.07207489,3481145,4870,0,5,1,48.79919434,2.439959717
MENA,MAR,Morocco,PCV3,2023,81,PCV,3813.726074,6.06396198,37712505,3780,0,1.748697530169071,1,37.25432968,0.6514655429952032
ESAR,NAM,Namibia,PCV3,2023,83,PCV,4187.605004,9.48251629,2963095,4290,0,3.706948585892239,1,7.49171019,0.2777138449473498
Non-programme,NLD,Netherlands (Kingdom of the),PCV3,2023,88,PCV,63515.60308,9.83150005,17877117,62550,0,1.0020942107344395,1,12.03399372,0.120591954
Non-programme,NZL,New Zealand,PCV3,2023,73,PCV,49075.95628,10.12947655,5200000,49020,0,0.7459302352315851,1,12.5954752,0.093953458
WCAR,NGA,Nigeria,PCV3,2023,26,PCV,2138.763837,4.19086456,227882945,2590,0,7.6374550824730445,1,71.90481567,5.491697998931289
ECAR,MKD,North Macedonia,PCV3,2023,56,PCV,8674.358463,7.42730284,1827816,7940,0,2.7015864512832617,1,39.57205582,1.0690732985273694
Non-programme,NOR,Norway,PCV3,2023,95,PCV,87497.21796,9.42925453,5519601,101640,0,0.40411389256736896,1,13.68724823,0.055312071607611306
MENA,OMN,Oman,PCV3,2023,99,PCV,21027.73848,3.49047446,5049269,19950,0,2.5195195195195197,1,6.31094599,0.1590055160843844
EAPR,PLW,Palau,PCV3,2023,93,PCV,15610.82319,10.85468197,17727,14780,0,5.287822878228782,1,12.10223293,0.6399446416490775
LACR,PAN,Panama,PCV3,2023,77,PCV,18797.1934,8.33022976,4458759,17920,0,3.584166503,1,40.45503235,1.4499757184566524
LACR,PRY,Paraguay,PCV3,2023,77,PCV,6299.990265,8.35731316,6844146,6210,0,5.742141281589007,1,36.32289886,2.085712170109883
LACR,PER,Peru,PCV3,2023,80,PCV,7887.541859,5.63786411,33845617,7080,0,1.9638398002441793,1,26.98286247,0.5299001924310096
Non-programme,POL,Poland,PCV3,2023,89,PCV,22145.26606,7.13848782,36687353,19890,0,1.1700902346512216,1,15.84634209,0.1854165013445163
Non-programme,PRT,Portugal,PCV3,2023,98,PCV,27634.61831,10.02761173,10578174,26340,0,0.7831597972023087,1,29.30668449,0.22951817081860443
MENA,QAT,Qatar,PCV3,2023,97,PCV,81816.9798,2.52358818,2656032,80200,0,3.2440711091739014,1,7.42945814,0.2410169050879087
Non-programme,KOR,Republic of Korea,PCV3,2023,97,PCV,35674.096,8.5650692,51712619,38020,0,2.645636000154941,1,31.75381851,0.8400904539244233
ECAR,MDA,Republic of Moldova,PCV3,2023,85,PCV,6799.585946,6.7359705,2457783,6250,0,3.2498532542372884,1,27.468853,0.892697413
ECAR,ROU,Romania,PCV3,2023,78,PCV,18244.41869,5.70901489,19061062,16590,0,0.5810155096985583,1,22.96146011,0.13340964449234766
Non-programme,RUS,Russian Federation,PCV3,2023,93,PCV,14159.3877,7.04438496,143826130,14460,0,4.433683932988475,1,28.39422226,1.258910070238657
EAPR,WSM,Samoa,PCV3,2023,93,PCV,4822.740847,6.78103304,216663,4800,0,9.812004530011325,1,13.41968632,1.3167402296317101
MENA,SAU,Saudi Arabia,PCV3,2023,97,PCV,36156.84834,5.68722248,33702731,36330,0,3.758285461776403,1,14.11603928,0.5305210520388866
WCAR,SEN,Senegal,PCV3,2023,92,PCV,1698.033873,4.32314825,18077573,1630,0,9.741119996876085,1,44.32556534,4.317806509063114
ECAR,SRB,Serbia,PCV3,2023,82,PCV,12281.70795,8.03133774,6623183,10750,0,0.9216153000254323,1,32.13853073,0.2961936164110553
Non-programme,SGP,Singapore,PCV3,2023,93,PCV,85412.23035,4.49163246,5917648,69850,0,0,1,25.41850281,0
Non-programme,SVK,Slovakia,PCV3,2023,96,PCV,24614.87346,7.35262203,5426740,22710,0,0.9774812082181059,1,20.15309143,0.19699268160326355
Non-programme,SVN,Slovenia,PCV3,2023,58,PCV,32660.47536,9.30008888,2120461,31020,0,0.5912411286853615,1,12.39192963,0.073266185
EAPR,SLB,Solomon Islands,PCV3,2023,81,PCV,1882.643941,5.36366177,800005,1980,0,7.460950251741294,1,3.16049337,0.23580283804528193
ESAR,ZAF,South Africa,PCV3,2023,83,PCV,6034.27209,8.90966797,63212384,6490,0,1.7702496479454375,1,6.69263172,0.11847628946158467
Non-programme,ESP,Spain,PCV3,2023,92,PCV,33493.22254,9.2206583,48352528,32980,0,1.171998627,1,20.85539818,0.2444249803876535
MENA,PSE,State of Palestine,PCV3,2023,87,PCV,3455.028529,10.73343945,5165775,4310,0,1.1817139008324662,1,42.07169342,0.49716704945975804
Non-programme,SWE,Sweden,PCV3,2023,94,PCV,54950.28347,11.152915,10536632,60300,0,0.8923799087851905,1,12.95748615,0.11563000308622368
Non-programme,CHE,Switzerland,PCV3,2023,89,PCV,100623.5496,11.69096088,8888822,95740,0,0.38661081170637485,1,22.02737427,0.08516021
MENA,TUN,Tunisia,PCV3,2023,97,PCV,3951.116834,7.98537874,12200431,3850,0,1.8217086612502074,1,37.93983841,0.6911533223793029
ECAR,TUR,Turkiye,PCV3,2023,95,PCV,13375.09473,4.27524424,85325965,11980,0,1.368112319117503,1,19.04723167,0.2605875229281205
MENA,ARE,United Arab Emirates,PCV3,2023,94,PCV,49850.68722,4.97095108,10483751,51100,0,3.882396427,1,9.66616821,0.37527896921929815
Non-programme,GBR,United Kingdom,PCV3,2023,89,PCV,49944.47021,10.99128914,68492000,48830,0,1.2518664641090063,1,14.6293354,0.18313974379462714
Non-programme,USA,United States,PCV3,2023,84,PCV,81032.26212,16.69414902,336806231,80000,0,1.8719826154206398,1,10.92723846,0.20455600431675805
LACR,URY,Uruguay,PCV3,2023,94,PCV,23019.42216,9.01887608,3388081,19880,0,6.536230507959228,1,17.09811211,1.1175720200188912
ESAR,ZWE,Zimbabwe,PCV3,2023,90,PCV,2195.224921,2.92601609,16340822,2550,0,7.179413537919545,1,10.63479233,0.7635157202696493
ECAR,ALB,Albania,PCV3,2022,87,PCV,7756.961887,7.53646231,2451636,7720,0,0.5149545459940653,1,48.33619308,0.2489094236259288
MENA,DZA,Algeria,PCV3,2022,74,PCV,4960.303343,3.63464284,45477389,4430,0,8.810044862461389,1,50.13016129,4.416489699273253
LACR,ARG,Argentina,PCV3,2022,79,PCV,13962.18941,10.15950489,45407904,11890,0,7.117608794412783,1,25.21296501,1.7945602148839779
ECAR,ARM,Armenia,PCV3,2022,93,PCV,6571.974455,9.96211243,2969200,5690,0,3.2094787374520153,1,79.0908432,2.538403795775513
Non-programme,AUS,Australia,PCV3,2022,96,PCV,65169.51911,9.89226055,26018721,60790,0,1.3823898003559114,1,15.13268661,0.20919271621646474
ECAR,AZE,Azerbaijan,PCV3,2022,52,PCV,7770.594223,3.41549611,10141756,5670,0,6.838534343288035,1,66.25884247,4.531133697776068
MENA,BHR,Bahrain,PCV3,2022,99,PCV,30470.52193,3.89098358,1524693,28300,0,3.228203960846802,1,27.89371109,0.9004658862345437
Non-programme,BEL,Belgium,PCV3,2022,94,PCV,50605.74967,10.73976326,11680210,54330,0,1.1405311481580527,1,21.40806961,0.24416570212140812
LACR,BOL,Bolivia (Plurinational State of),PCV3,2022,69,PCV,4219.461137,7.15933084,12077154,4190,0,5.380005322592263,1,25.75580215,1.3856635265463324
ESAR,BWA,Botswana,PCV3,2022,73,PCV,8328.709057,5.73650789,2439892,8250,0,3.8792194485895006,1,4.39190388,0.1703715894763169
LACR,BRA,Brazil,PCV3,2022,72,PCV,9281.332821,9.38739491,210306415,8440,0,7.454407886511722,1,27.25102234,2.031402358468031
ECAR,BGR,Bulgaria,PCV3,2022,87,PCV,13999.19495,7.63849449,6465097,13100,0,0.6288785598641349,1,35.07592392,0.2205849652071356
EAPR,KHM,Cambodia,PCV3,2022,84,PCV,2325.0305,4.46856117,17201724,2270,0,6.733469444620557,1,60.9710083,4.105464213957563
WCAR,CMR,Cameroon,PCV3,2022,70,PCV,1604.87727,4.49439144,27632771,1660,0,12.820811028964725,1,67.75390625,8.686600285
Non-programme,CAN,Canada,PCV3,2022,85,PCV,56256.80073,11.08119678,38935934,53850,0,1.3837138797223811,1,14.96067905,0.20701299251556848
LACR,CHL,Chile,PCV3,2022,93,PCV,15405.61658,10.0053072,19553036,15440,0,0.7074553356083475,1,35.5993309,0.2518493658929211
LACR,COL,Colombia,PCV3,2022,85,PCV,6680.445069,7.59037256,51737944,6560,0,2.5815432011114234,1,14.37380219,0.3710659131771499
LACR,CRI,Costa Rica,PCV3,2022,92,PCV,13625.90085,7.18368196,5081765,13210,0,1.4924207518341044,1,22.43504333,0.3348252423398931
ECAR,HRV,Croatia,PCV3,2022,90,PCV,18465.54144,7.29636335,3855641,19370,0,0.5031250705734118,1,9.1891737,0.046233037
Non-programme,CYP,Cyprus,PCV3,2022,81,PCV,33231.04297,8.27201366,1331370,31810,0,0.6466651322143865,1,18.04491615,0.11669018087937268
Non-programme,DNK,Denmark,PCV3,2022,96,PCV,67781.09409,9.47411346,5903037,72040,0,0.68683427,1,13.18761063,0.090577029
LACR,DOM,Dominican Republic,PCV3,2022,73,PCV,10104.24493,4.64506817,11230734,9150,0,3.425993573254095,1,25.02239418,0.8572656164811066
LACR,ECU,Ecuador,PCV3,2022,71,PCV,6515.585284,7.60183907,17823897,6550,0,3.0408379343080245,1,30.66458321,0.9324602786471293
LACR,SLV,El Salvador,PCV3,2022,90,PCV,5074.602102,9.82036304,6280319,4710,0,1.9188670545408162,1,31.0983448,0.5967358928747071
EAPR,FJI,Fiji,PCV3,2022,96,PCV,5414.120921,4.01752949,919422,5250,0,9.516107053,1,7.99897051,0.7611905968364395
Non-programme,FIN,Finland,PCV3,2022,87,PCV,50440.56022,9.74152565,5556106,54120,0,1.011772810114535,1,16.0982132,0.162877344
